time,location,food_<20_count,food_<20_price,clothes_<20_count,clothes_<20_price,hotel_<20_count,hotel_<20_price,transpotation_<20_count,transpotation_<20_price,entertainment_<20_count,entertainment_<20_price,mall_<20_count,mall_<20_price,other_<20_count,other_<20_price,food_20-25_count,food_20-25_price,clothes_20-25_count,clothes_20-25_price,hotel_20-25_count,hotel_20-25_price,transpotation_20-25_count,transpotation_20-25_price,entertainment_20-25_count,entertainment_20-25_price,mall_20-25_count,mall_20-25_price,other_20-25_count,other_20-25_price,food_25-30_count,food_25-30_price,clothes_25-30_count,clothes_25-30_price,hotel_25-30_count,hotel_25-30_price,transpotation_25-30_count,transpotation_25-30_price,entertainment_25-30_count,entertainment_25-30_price,mall_25-30_count,mall_25-30_price,other_25-30_count,other_25-30_price,food_30-35_count,food_30-35_price,clothes_30-35_count,clothes_30-35_price,hotel_30-35_count,hotel_30-35_price,transpotation_30-35_count,transpotation_30-35_price,entertainment_30-35_count,entertainment_30-35_price,mall_30-35_count,mall_30-35_price,other_30-35_count,other_30-35_price,food_35-40_count,food_35-40_price,clothes_35-40_count,clothes_35-40_price,hotel_35-40_count,hotel_35-40_price,transpotation_35-40_count,transpotation_35-40_price,entertainment_35-40_count,entertainment_35-40_price,mall_35-40_count,mall_35-40_price,other_35-40_count,other_35-40_price,food_40-45_count,food_40-45_price,clothes_40-45_count,clothes_40-45_price,hotel_40-45_count,hotel_40-45_price,transpotation_40-45_count,transpotation_40-45_price,entertainment_40-45_count,entertainment_40-45_price,mall_40-45_count,mall_40-45_price,other_40-45_count,other_40-45_price,food_45-50_count,food_45-50_price,clothes_45-50_count,clothes_45-50_price,hotel_45-50_count,hotel_45-50_price,transpotation_45-50_count,transpotation_45-50_price,entertainment_45-50_count,entertainment_45-50_price,mall_45-50_count,mall_45-50_price,other_45-50_count,other_45-50_price,food_50-55_count,food_50-55_price,clothes_50-55_count,clothes_50-55_price,hotel_50-55_count,hotel_50-55_price,transpotation_50-55_count,transpotation_50-55_price,entertainment_50-55_count,entertainment_50-55_price,mall_50-55_count,mall_50-55_price,other_50-55_count,other_50-55_price,food_55-60_count,food_55-60_price,clothes_55-60_count,clothes_55-60_price,hotel_55-60_count,hotel_55-60_price,transpotation_55-60_count,transpotation_55-60_price,entertainment_55-60_count,entertainment_55-60_price,mall_55-60_count,mall_55-60_price,other_55-60_count,other_55-60_price,food_60-65_count,food_60-65_price,clothes_60-65_count,clothes_60-65_price,hotel_60-65_count,hotel_60-65_price,transpotation_60-65_count,transpotation_60-65_price,entertainment_60-65_count,entertainment_60-65_price,mall_60-65_count,mall_60-65_price,other_60-65_count,other_60-65_price,food_65-70_count,food_65-70_price,clothes_65-70_count,clothes_65-70_price,hotel_65-70_count,hotel_65-70_price,transpotation_65-70_count,transpotation_65-70_price,entertainment_65-70_count,entertainment_65-70_price,mall_65-70_count,mall_65-70_price,other_65-70_count,other_65-70_price,food_70-75_count,food_70-75_price,clothes_70-75_count,clothes_70-75_price,hotel_70-75_count,hotel_70-75_price,transpotation_70-75_count,transpotation_70-75_price,entertainment_70-75_count,entertainment_70-75_price,mall_70-75_count,mall_70-75_price,other_70-75_count,other_70-75_price,food_75-80_count,food_75-80_price,clothes_75-80_count,clothes_75-80_price,hotel_75-80_count,hotel_75-80_price,transpotation_75-80_count,transpotation_75-80_price,entertainment_75-80_count,entertainment_75-80_price,mall_75-80_count,mall_75-80_price,other_75-80_count,other_75-80_price,food_>80_count,food_>80_price,clothes_>80_count,clothes_>80_price,hotel_>80_count,hotel_>80_price,transpotation_>80_count,transpotation_>80_price,entertainment_>80_count,entertainment_>80_price,mall_>80_count,mall_>80_price,other_>80_count,other_>80_price
108-03,台北市,21827,10338545,3760,5961939,3238,7946609,32355,20071197,18238,35505992,5717,12350507,35899,59852178,306745,184266958,53534,93353976,49468,88310531,374556,245798602,235643,510762769,94199,209411128,680460,1163625606,855022,618756325,126486,259720659,121550,290522156,817871,633519980,465416,1294116972,262872,677414444,2050285,3993850162,1035743,875105610,155288,343046314,144908,443971889,1005655,829621519,473119,1614833362,364625,981423002,2755325,5835755887,1218614,1111105625,153234,357765150,153750,514467512,1156695,1019316080,509173,1989083145,466050,1228833518,3467784,8552864456,1103947,1131260509,99678,254224160,119982,483175204,1060321,1014728331,444545,2126272550,440132,1198539239,3256921,10035293644,897459,1027439218,68273,202960048,88275,394443435,932489,929141832,339699,1922324617,376412,1045667449,2617266,10359868773,725024,921204012,55533,189984633,72585,378813294,802152,824154223,249326,1768965045,309131,927040542,2048460,10311750662,549107,754670802,40303,158977848,55066,313303376,612226,639855042,158941,1443767436,214417,684381164,1355856,9003010421,391538,569883206,26768,120297648,39557,234481406,405067,418823622,95904,1115427694,138847,466762995,802325,6119327170,257973,377323707,15829,64828279,25132,144281570,212687,210353026,55849,738289466,83551,288237290,393935,4034856738,103401,152574738,5646,26869963,10589,50784678,64743,62326772,19761,287527322,29792,109469365,120166,1474410944,42180,64335358,1854,7546223,4616,23275037,20587,21402379,6931,114578943,11345,41413499,38914,555257423,28461,48500799,1888,8742776,3633,17203620,13022,14665604,7161,77338957,10363,35603716,41270,415395167
108-04,台北市,21995,10818817,3433,5140135,3158,9257020,30434,19467449,18964,34618619,5007,13382956,36407,51123838,294776,175342845,48839,84189538,45359,85724102,361397,228691948,236282,445350007,82501,197510241,636643,1059796909,804437,588509203,111222,231625638,110939,279051663,778114,583370924,444938,1106905820,224107,624216264,1861652,3773442581,987183,841435040,139553,312447599,136528,418743565,951636,770710717,446294,1369420958,305545,891744713,2580964,5902784901,1180652,1085227613,148106,351150669,152677,513271023,1105943,968602996,484948,1726621110,398056,1173788796,3354941,8975799786,1072649,1088176405,99507,260238625,123273,484683379,1019391,971640089,417575,1870131601,379243,1148072590,3217613,10388961956,864522,987158267,68727,201973588,90741,410121174,899700,910496510,314457,1698237578,329141,1035444655,2619612,10876197716,688696,872428296,55517,190191674,73211,373323109,774952,803215287,232542,1578375079,272922,918402110,2062587,10881083969,514237,717470151,39189,150727314,53972,306876471,592138,625958186,149746,1338045842,194916,684109795,1363069,9255861628,360382,532736579,26549,110006668,38406,246403832,391787,412383401,89580,1042850553,130624,463462619,809711,6292331798,233979,349959382,16046,66053231,24366,157109805,203180,202068087,51830,720545942,80201,284723288,397424,3973661634,96035,142183411,5737,25763378,10380,58476158,62411,62004306,18570,278836215,30294,119243179,122488,1721040296,37876,59662295,1940,9265372,4269,24405088,19424,24093380,6407,105114804,11200,41357445,39118,562780438,26197,44046919,1946,9001660,3531,20647109,12334,14112136,6723,72867167,9155,36562236,41892,348910604
108-05,台北市,21154,10012048,2918,5279491,2467,5297326,25162,17597874,13481,37294144,5096,10199307,27787,49227454,303911,184438029,46546,81449910,40236,79867545,344200,221642588,200952,412828081,95251,184054111,665079,1147045900,862006,645723589,114322,236550913,103403,270892502,800700,594962698,438112,1132564736,225898,595582461,1957544,4723758373,1062460,919165416,142736,320958100,127645,433632733,987668,819024343,456279,1433995783,303086,855782912,2715613,7882287245,1275172,1192773305,149026,351243171,140453,524008860,1131808,1051596771,497959,1845300494,390310,1093880518,3497681,12628438183,1161714,1188294672,100961,258725545,111956,452928353,1039239,1017660139,431751,2108205641,373124,1059170588,3351774,16413237645,922075,1063810017,69652,231218360,84321,407938803,899744,950578727,327935,2004156868,320636,998345439,2727021,18674996629,725233,930751956,57041,206084232,69235,358999813,765739,840436776,240645,1781084034,270753,871595418,2160872,18182667610,533540,738979331,40166,162383438,52586,299959284,576983,641919033,153428,1444889527,194305,669605764,1434302,15923358121,370972,548431387,27234,118213610,38301,234853323,372866,404860398,91086,1127721754,131017,471330327,854280,12638124949,238730,356013425,16094,68464342,24772,150084996,192387,208154985,53136,759553333,80936,274190812,419173,9137900684,96742,147976683,5749,27008556,10292,56626734,58088,61844887,19103,306629005,30735,107305456,130078,4428499081,38189,60807694,2028,8474917,4295,21042477,18108,21837511,6609,115552738,11480,43633198,42311,1258328702,26094,44522506,2015,10278890,3323,17740333,11777,14640612,6773,81483503,8715,34194456,41858,1071848265
108-06,台北市,23179,10812992,3657,5129890,2635,6441793,24544,17206276,15862,39296587,5487,10126549,32605,48565152,327090,188885717,50686,84935238,38986,76006980,354407,228327283,208638,418744668,85895,196904451,641033,972198133,930716,630590045,117343,232590054,93638,248739671,781404,576427076,431486,1029458050,234021,634557992,1895306,3299291349,1175622,895959973,140971,303121205,113616,386157924,948661,763972958,442108,1258762336,319362,907854481,2558853,4980557468,1461392,1164216844,150545,343547905,126701,466896624,1090525,963832526,483910,1673568063,417188,1182570600,3243979,7324468595,1367621,1185219854,105499,255520491,102901,429633808,1008832,998720708,429790,2028180044,407464,1139118287,3069168,8494771546,1085354,1052177266,73834,198095952,78474,367005345,873830,889997553,324713,1955512095,349253,1029632775,2440611,8528971337,845144,925238414,58357,181824187,64837,343132396,750597,786684438,231661,1673528348,287914,860158675,1909522,8456215876,598041,716730689,39417,138537413,48951,291945039,561076,588643446,140657,1160401296,200149,626669077,1247999,7616112970,400061,519826197,25270,97906701,33924,216616130,365379,386118430,79942,801362435,130962,402441093,733113,5267345272,252434,333266372,14728,54188650,21701,129817413,190386,195425588,45462,528354534,78837,250452341,361261,3311074277,98385,135082044,5249,21084041,9350,51724879,57991,63651997,16051,215298540,29158,91310961,111620,1346926359,37988,54526955,1685,6951984,3889,21470913,18355,20684058,5613,90838848,10628,35570144,36397,521506587,25339,41444863,1903,8735802,3106,18034763,11285,13157045,5938,59914408,8398,27049771,37219,269655811
108-07,台北市,27535,15156968,4474,6449431,3764,15380335,27019,20368279,19453,49103500,7123,13771375,37492,69252685,417553,220462840,56522,93099237,51788,95313409,390036,265316263,242860,484335261,104375,225148667,759775,1233492115,1220357,748592088,132343,256005505,128152,342456700,885856,701564351,513845,1227700736,284229,707095308,2331713,4053952473,1532224,1064655306,161490,330603659,156826,501310563,1074757,936690940,519096,1488980374,384955,1012601791,3084175,6122834064,1890876,1405667695,168570,367399064,173247,604123952,1246027,1126931092,559803,1917198088,504953,1324501588,3867098,9024285742,1754896,1437365596,116940,269846319,142309,551371764,1158087,1143686005,496545,2318347659,482318,1267386520,3659799,10567313529,1368287,1280329250,82724,232340561,104230,468176661,987158,1016093982,377672,2269558320,412600,1152035774,2913979,10906839145,1072123,1136179998,67341,207767785,84707,449573476,836811,881281230,272266,1933640782,342291,1012218043,2294445,11240184369,758162,891723495,46284,160111597,61745,362375603,625471,675137534,165078,1362687011,237510,711743836,1517755,10427045568,512517,641362750,30165,113545784,43246,257245049,404871,428425576,95085,933217489,153116,472251697,894001,7138517869,325236,416606499,17838,66886559,28200,168554529,210583,217299211,54077,595735752,92038,279504059,437107,4464486079,127706,170296664,6441,25995398,12286,67748829,63766,67050255,19515,247150898,34261,108725652,134853,1823643364,49446,70435022,2170,8620995,5118,28544348,20104,22091385,6508,98490794,12165,41105336,42807,873346186,31313,50362727,2083,9573540,3814,21132543,12599,15141813,6745,66504068,9712,30802782,43945,354403122
108-08,台北市,28197,15214989,4480,6730579,4566,14123668,31480,20790920,20788,51969657,7958,16556016,42976,74965830,440663,238467183,56931,93472176,54318,98278447,402371,256210538,256583,528032821,115059,255363008,804105,1201299488,1353760,823623958,133773,253566877,134684,325189517,900804,633067327,534083,1327226509,314770,810985252,2362149,3836534806,1654955,1146245490,158492,316236200,160826,484707097,1066313,820288071,534088,1569483459,425996,1122686894,2960088,5456881242,1977023,1487155620,163092,349702018,178320,590281329,1228311,1008025883,567591,1956291704,552758,1508164168,3590768,7860193740,1797222,1540027583,112043,261999320,144105,541647650,1134894,1034749016,507970,2493408153,530006,1406197895,3323626,9303249399,1389567,1372898899,77502,217502190,108057,462725481,978481,947417960,403442,2930747782,445259,1236690883,2616674,9641958482,1084395,1209422611,63188,191526682,85709,421211093,831073,826413077,303282,2735867609,366660,1085507151,2032084,9933067867,771663,940579389,44191,148189205,61196,316417734,620928,627198581,178479,1705512178,251523,764188244,1323315,8557505962,524898,665701642,29067,108609617,41971,232212344,401442,401577693,98296,1080745812,160163,500103946,771856,5962122425,331918,428504972,17280,63608974,26416,144688282,209651,202061500,55252,703797207,96234,288497848,380408,3581474125,134035,178504942,6114,25931260,11522,57029674,64431,63855036,19699,279263992,35833,113403214,119840,1488370220,51389,72476145,2021,8476572,4940,24521486,19792,19629731,6472,96741579,13084,42225931,37931,562149360,32387,51731753,2003,8456302,3707,18265857,12500,14154353,7455,82250300,11175,34693951,38193,343587331
108-09,台北市,29544,12649415,3810,5765932,3671,6856868,32703,20032085,17253,30010698,6332,11961249,41816,87237382,435375,206605330,48249,82759908,48658,87340415,358459,212349016,224874,436776233,88743,214685787,732062,1163510893,1340196,710330339,120741,239520351,123175,307166369,818951,571826802,502581,1250085070,252944,709567426,2144125,3854314440,1607769,984188335,143963,306687194,150723,456525561,970343,733615354,506927,1479275313,336786,977969486,2726877,5333193706,1897255,1269852030,148264,334238128,170270,574162693,1113168,912371033,541025,1757911115,440225,1271959263,3333570,7591822449,1676592,1300057766,97549,252265107,131280,483680036,1015075,913193630,467936,1920347034,416583,1222825992,3099955,8753011146,1267820,1125419839,63378,196327851,89945,373999217,872501,838931993,356835,2014576040,349909,1067567373,2421107,8907497423,958791,969732296,50659,170393021,69975,326496907,748041,733034435,259184,1933319880,289293,919172238,1890238,8996634045,661038,746323045,35162,132569278,49588,260025393,558761,569284317,154245,1390677502,196340,668336223,1248180,7730574424,439500,535864808,23038,95004893,33692,194809351,362697,356741681,86384,950450389,124740,456957629,735726,5898151786,274220,346295597,13283,56215800,21485,124064597,187998,187903585,48719,609703986,74819,291203651,363564,3817739758,110330,145328249,4871,24854155,9346,46760945,58985,57492626,17788,245159312,27426,100400124,115515,1458247449,41018,57575635,1644,6914209,3863,19035241,17992,17657410,5866,84668020,10004,39688604,36257,580362541,26003,43066367,1567,8140471,3100,16286219,11383,12562053,6682,70581449,8145,30946664,37050,307051737
108-10,台北市,36624,12424408,4711,7334923,3493,6900756,33230,17153581,18921,27409996,7140,14180353,53058,59216050,518439,220952089,55771,101016863,48357,83503632,390678,218339244,239356,425062617,108536,274772679,832615,1157788618,1551583,763776693,132773,282767795,122747,294961506,883186,592837322,525222,1283414969,300546,911629787,2311440,4028183558,1853303,1050385516,160121,361075682,152313,462246256,1056023,792054743,540117,1530405502,405666,1310424897,2972594,5713140234,2184728,1384997326,168960,398297977,172629,572967618,1224255,985800642,587694,1876258225,525550,1755319029,3679751,8392437003,1917479,1428945117,114787,294539066,137451,487986743,1125826,984821672,502688,1919603702,504913,1700481470,3469550,9744826193,1433558,1252315735,75408,224287278,97736,400743054,951017,887132193,366682,1761791421,430274,1531275695,2723076,9820488281,1072465,1063624147,59761,206656068,77292,364804782,811481,788501692,272663,1700691715,358246,1341292304,2150571,9839332412,740359,825240902,41918,157369440,57214,324812267,613704,617521662,175082,1452136826,251311,1017068110,1447843,8662916868,493018,606553629,28063,123168409,40761,243888673,404507,401415314,103773,1110665056,164051,703376170,863923,6180556349,310669,402253640,16952,71266678,26127,162595681,213544,207302950,59927,755074292,100053,430225758,428525,3841758452,126863,170734733,6293,29250138,11625,60032210,67304,64889584,22063,298548651,38216,166934249,137096,1456880940,47059,65625122,2103,9160715,4752,24997519,20239,19421869,7376,113203847,13694,66336744,43158,604652356,30584,48709298,2174,11513011,3760,20331190,12800,14547548,7367,77305671,11564,47226677,43655,457110797
108-11,台北市,39472,16659596,5943,9857544,4755,14751219,44836,25604729,20503,33200367,8210,19004294,60276,65972012,553960,247123119,67231,123423755,59905,109149261,453534,259477479,243989,435606598,129552,346778494,885189,1158589899,1617231,823922120,151990,327287371,153133,378120384,936999,630481111,524127,1264889484,361865,1153326564,2332725,3985167938,1901415,1148515654,181738,404620587,189613,665412530,1099440,831446467,543900,1513478601,496134,1685927671,2959897,5831512481,2239657,1522600084,195106,454474204,217769,739382011,1262594,1032226309,600949,1854660701,656029,2290680967,3662461,8540366971,1979082,1557091864,134107,349692480,177789,694443057,1161785,1061186603,523273,1973133447,636881,2159124212,3466386,9856599790,1471866,1332467042,85591,265699963,123272,579771108,977589,949803148,380074,1775388107,536941,1918103005,2694332,10071793904,1110767,1156374073,65491,227982914,95652,510127023,841914,835798901,276031,1597397587,449287,1699084242,2116807,10049576977,768713,902500966,44253,171256406,69223,411786831,634772,646975385,175559,1271325728,308944,1290989784,1415777,8569395067,510964,652083973,29224,125622917,48594,324945818,419498,423049709,103038,947850016,199985,892273277,842053,6287477622,321787,426191060,17533,77291399,31172,215520720,223597,217622758,59709,644557081,121541,548055183,422356,4175034829,133293,186689440,6566,33013997,13814,84601696,70301,66389412,22451,263629426,46761,228634121,138730,1861388819,48885,70561520,2197,11745992,5442,30715109,21311,20641091,6965,90540234,16359,83556948,43281,699793692,31313,51791706,2170,12403868,4160,22964799,12964,14811299,7088,64944894,12744,57907393,43537,395320839
108-12,台北市,41529,17783640,5868,9974173,4374,8309310,44410,27056209,19717,33552229,7867,15212919,68355,64802011,585935,268931550,70334,132145482,61993,102388013,487065,281404880,249224,430922444,118625,268949858,994765,1360918375,1717632,894417472,159339,347420088,154702,346818000,1017452,698291271,539578,1216988035,318965,837755105,2535402,4924669768,1984741,1213838833,189649,437538909,186323,543640525,1156147,888809513,548462,1444184339,410831,1185123719,3142755,6848556378,2316369,1615815055,206517,502554404,210577,632388227,1323646,1094544127,602496,1788374859,534505,1570541135,3847214,10078368481,2056370,1665124148,147726,401648852,169249,597088668,1208866,1097194139,530139,1982556415,522950,1518913561,3642367,12057225667,1526345,1451337950,95720,297771926,115881,481725976,1012522,978733367,386128,1752978556,437970,1324034162,2838464,12427636131,1151555,1247006923,71523,250940084,89873,437539461,873899,874153297,279555,1519577661,362765,1202680483,2240936,12516208248,801188,988498097,47791,192568944,64907,373307660,659814,682054677,177135,1157087020,252708,852250940,1502241,10684153577,525737,712464974,31247,133655827,43787,273653139,432412,444647673,102118,834620721,160484,555070342,883711,7419543526,331936,466386349,17898,79127062,28003,192935526,233216,239999349,58108,524933599,96712,353522727,442285,4461578436,137442,201400182,7085,34069946,12106,77533789,73544,73893203,21734,214126942,37431,128863703,143776,1863112148,49597,77032743,2313,11411181,4765,23884143,21768,21854133,6686,69822160,12927,48419724,43980,619300064,31229,56836601,2453,12498784,3695,19839269,13339,14093103,6881,57741936,10173,33907169,46743,389369731
109-01,台北市,32464,17563557,4919,8923794,3806,10227179,31368,16835853,20924,38497316,7229,16881916,58542,62988552,534530,252926676,60422,114306154,55507,98589982,424930,238950593,249707,446325369,112196,287659210,907577,1149101231,1653872,875267526,136630,295166929,144673,329783631,928746,602781230,521881,1190946791,310362,887028746,2329135,3768651496,1938670,1218104618,162210,355583310,177622,501059446,1067024,774061586,526348,1372989542,412083,1217069975,2888793,5326054924,2275162,1675679495,178548,407983227,208492,618512651,1222605,977696373,586796,1788438899,547103,1635816896,3507270,7837450709,2020907,1762230304,133242,339746800,166139,585564492,1127783,983067571,528791,2207647004,533087,1573956360,3288557,9091750891,1526052,1585315343,91060,270183284,114067,493206586,950707,883623746,394966,2116907657,448660,1363621918,2533450,9144915002,1186682,1427423076,69574,226198200,88598,456588468,832414,800929350,285262,1766898719,370867,1182101897,1988939,9133613477,842326,1145315687,46180,172247520,65182,365150304,637103,622515078,171282,1159452403,257918,889652338,1317001,7417677650,561844,833134924,29205,122744175,45426,293663414,422945,408584262,93149,752621967,161392,555381408,767393,5153888456,358860,544161466,16702,68398738,29523,196260015,228206,214772067,51771,474878289,95110,337725449,385694,3280837558,151767,251672818,6270,30743396,13182,79708993,73227,68503357,19255,187329405,38123,131246342,128980,1295029734,54036,94901185,1994,8946075,5124,31507886,20879,19726572,5850,64484868,12471,41927503,38383,474769341,34702,69481391,1997,9587903,4036,24629986,12653,12765535,6516,55091334,10690,35485668,39955,282881180
109-02,台北市,31252,14229086,4958,7846537,5048,7672699,35587,15343828,23047,40959156,7740,15870667,64755,65330762,554869,254447755,59812,109923412,64185,104297119,440824,226164693,254024,460470751,111848,265830743,946864,1168967869,1684170,823116774,132965,283295280,155555,310478724,864340,511449272,490485,1013899017,292230,800820212,2335044,3673318732,1927210,1088411140,158586,339428864,184013,442137220,959978,626696674,478110,1068024580,376485,1064057543,2888761,5143314551,2236323,1424741415,167711,371767684,211300,508669553,1097213,771317028,515365,1233189017,490493,1419880085,3545269,7538882993,1987668,1477971868,111191,275458069,163014,436279207,1025764,784258234,461425,1571126339,474097,1268130861,3380256,8698901714,1475975,1280920177,68096,187306748,106713,345043599,861400,716277720,355605,2047709513,390741,1074642105,2628360,8765055537,1125899,1094005665,51230,164418109,78802,296429746,751731,658065860,267221,2044453124,321092,916480937,2074149,8604271890,780203,832229777,34858,126886166,54311,232781234,576136,502978993,152600,1022158019,218092,654409195,1380072,6691372344,507835,580695035,21525,84612938,35186,170305707,382084,332687752,75887,411879852,130294,391408281,801293,4442046002,321054,368802734,12441,49498416,21763,100703214,205335,170595453,39175,205501753,74555,230224034,409347,2736302876,133492,167023588,4525,19314377,9591,46183571,65729,55156428,14287,76488765,28963,87904849,135446,1022327016,45112,56916910,1391,6024321,3454,16704149,18551,15999851,4481,26653451,8920,28622604,39730,344944189,28026,41397968,1474,7654074,2747,11240015,11076,10153733,5562,42339721,8176,23988727,40640,287623042
109-03,台北市,44200,15688360,4935,7252954,5111,7533232,49569,23315520,24424,26373098,8135,15442227,100094,60073228,669366,269443715,63804,108231169,68067,105933770,500944,231067754,251849,342062148,121177,287807290,1370533,1268049278,1942411,873757077,143859,289734676,172546,319398534,926167,488337505,482954,781768221,318834,888413292,3142521,4313926480,2225435,1167710756,171140,354987169,201477,440477310,1013827,579015576,477391,810877996,411953,1175025459,3691873,6172405169,2587080,1545126172,175947,386439091,224836,516032095,1152011,703695095,524124,967111811,531422,1537668974,4331454,8921895236,2305703,1610166879,115145,280086493,172390,437630158,1075343,710005048,472703,1069668361,517587,1462152602,4038247,10586426264,1687600,1362882135,66631,185905540,108268,326456926,902115,643820511,346958,963799553,423571,1196031756,3057613,10683193912,1275752,1160622135,48645,150842141,77480,267335381,783623,582555241,239010,727643494,346110,991855649,2377049,10815593824,888899,886062125,32356,116268175,53063,215604928,598093,450623492,138755,408273260,235537,695045691,1575846,9521830110,584091,625329171,20872,82748088,34309,150207854,392992,296372841,71863,198558391,142218,458007773,903186,7026045247,369262,404798063,11520,47078938,21103,94136662,211867,149276361,37890,104806641,82383,261131924,462227,4563195879,156110,183026201,4246,22913664,9204,38293950,69271,48733673,13918,41646808,31968,105706509,154221,1806397787,51263,60127558,1219,5927660,3129,13103779,19418,14032476,4220,14625784,10010,37128822,45142,603596778,31248,41208810,1420,7347159,2655,11801519,11591,9824306,5605,24681531,8922,28863348,45180,581970720
109-04,台北市,41806,13297340,4570,7060786,5020,6887425,41934,15870959,22399,19105603,7500,15542243,131495,61436898,671080,266277776,65978,111315902,76382,118433082,456164,184902419,244847,309223727,122875,314864702,1824268,1388388014,1961307,840636827,152025,295672398,200751,359801846,852998,400127333,486283,764797641,341212,1000457088,3997334,4631363461,2238565,1114063691,176384,356871512,231964,471525906,919670,462028996,478528,789896644,423759,1317414169,4486530,6590717749,2595227,1458157762,178489,369213367,260155,561286191,1038390,551225624,513484,901389306,534150,1617853501,5057446,9397529432,2302552,1480997463,116519,267786615,202381,481243992,972047,556572619,448172,888206491,518624,1544364420,4551520,11076235516,1648580,1243304019,67589,191100580,125813,356854712,820012,503756885,318781,696242952,423072,1296365558,3349860,10644597835,1227825,1059750985,48846,145613571,87553,311841024,715398,459831942,224774,530601701,352158,1138610504,2567363,10294802792,852538,816168814,32123,110085702,58772,231929271,545059,350942722,134871,339312104,243509,806078522,1662273,8626018938,558237,569328752,19734,73905262,36874,165059243,358591,228804227,70252,183312644,146532,499120977,933305,5918120236,356770,369703926,11258,44179440,22654,95291013,192170,114325393,37447,99153391,87528,303640803,474540,3803645369,154076,162759676,4327,18910839,9560,40172359,64655,38377284,14001,41021329,33893,117801698,159421,1756798235,51518,55734977,1250,4723580,3332,15979596,18308,10861497,4140,13521540,10599,38136851,45372,522357506,30933,38265476,1488,6985288,2696,12089346,10272,7057928,4871,17421724,8719,28118922,47104,351218874
103-01,新北市,851,1206537,129,286931,139,1280068,373,262792,224,800618,236,557336,381,1052293,17290,19127665,3840,9004505,3811,15399690,12259,7881085,7627,18307401,6894,21045679,13657,47180491,72865,96480423,13081,33377525,14561,64787082,55716,37420066,25232,63864062,28220,96166984,51080,180007690,151055,229794735,26170,68787885,26067,134041755,103349,85222614,35251,100972542,53031,180030210,80917,293234329,199773,312684269,32925,89701351,30838,161671414,114051,106982341,35140,115944156,62868,217030642,86419,334467601,207940,335677705,31294,94235894,30246,173704289,102364,108761215,31086,112462490,58051,205833884,75275,318330857,198397,334496690,27359,91341104,28064,163911527,87211,96100784,26071,102812690,49910,192760700,65044,309122626,166059,296223585,18555,67796781,21629,133444663,70104,79923788,17785,73856142,36562,148459457,47660,256568363,121289,219033885,10897,41472109,13940,89117128,48622,56472109,10438,45120845,23934,98085398,28861,169203293,77992,132264388,5409,19960888,7489,48885512,28001,31483947,5868,23437790,14057,52951735,15968,89595919,29443,46752348,1512,5252996,2932,17092542,8558,9822585,2104,9283923,5091,17723802,5044,30120310,12502,19011027,509,1919275,1045,5574951,3191,3862188,889,3646838,1822,5900723,1838,12028187,4156,6359728,140,984445,372,2687783,720,885834,379,1542899,709,2301725,602,3282225,3322,4267501,476,1917729,411,3116569,406,652236,466,1939696,631,1838247,1131,7204873
103-02,新北市,628,600034,87,169816,129,325416,283,211489,276,516770,245,568619,321,819839,13702,13454577,2628,5894574,3572,11887977,10088,5893192,8158,16782666,6208,17359516,11789,36934845,57621,65711743,8417,19604904,12497,44507833,46340,31210278,25588,53937445,22915,67319431,41628,131316260,120073,151299645,16289,39527154,22273,87437980,87346,71599476,33621,78491809,41614,124809980,66045,222319846,157885,195880824,19766,49687260,25037,104412013,95463,91361337,31625,86175540,47417,140191187,70323,249991669,161796,203146619,17970,48715245,23872,106737042,86347,90960088,27808,79891252,43440,131572368,60950,240768658,153002,196037969,15597,46939865,21800,104910061,73816,81245818,23048,71925544,36775,115189533,51571,230205622,123662,163871333,12244,39909226,16289,80551114,59241,67079249,16019,54821952,27686,93370628,37265,174677245,86763,117467131,7233,25174767,9925,56645908,40844,45754765,9871,33810561,17543,60259633,21755,119500310,55811,71270464,3637,12615533,5737,28964269,23373,25879802,5349,19391591,10072,31457616,11842,64373334,21299,25598947,963,3226409,1933,8529361,7065,7825523,1935,7158014,3333,9781477,3913,22418978,8700,10293101,374,1181816,689,3188690,2525,3055734,826,3091371,1265,3624837,1456,7729306,2901,3467932,106,619135,253,1086375,579,694866,305,891939,493,1353249,446,2477834,2419,2912047,269,975274,315,2049925,312,516944,406,1616840,435,1246265,878,4955652
